Step,Latitude,Longitude,Altitude(ft),ClimbRate(ft/min),WindEffect,Turbulence
67,41.77709633595557,-90.4648426222065,11100.838931125154,23815.775175605897,-38.01346326663172,-48.71544857891161
68,41.78163114499803,-90.41495535706277,11506.534825086306,24341.753637669186,44.29097039125192,-53.03912039377343
69,41.784918790621745,-90.3675624187565,11921.03731669698,24870.149496640464,1.8790621743366098,60.905687668553355
70,41.788475394308264,-90.31963156432465,12344.390468020618,25401.189079418302,-13.637039762070602,141.53462481628821
71,41.79278597670671,-90.27019275246894,12776.663416881018,25936.37693162402,46.24472949421112,-74.46531125239075
72,41.79603254262354,-90.22288197357645,13217.894648858166,26473.87391862884,-0.27514941076145494,-59.7365070549691
73,41.799531899317905,-90.1750656131289,13668.13522269298,27014.434430088822,-21.515950562253238,-138.93391579364015
74,41.80356838786339,-90.1261749889791,14127.411211433253,27556.559324416445,10.956433397989684,0.8037069686584464
75,41.806722066986545,-90.07904998367397,14595.771221779803,28101.600620793088,-44.85212487500107,-66.40606072901657
76,41.811290618827144,-90.02909523293395,15073.25147174702,28648.814998032984,40.82658859666537,-78.13143279990827
77,41.81423901251915,-89.98238079849112,15559.879169221364,29197.661848460648,-35.51051279087769,-3.1641719167310955
78,41.818791532807055,-89.93245811085649,16055.69537963011,29748.97262452481,48.56504541106007,-77.38341854654988
79,41.82218978260624,-89.8848439641993,16560.71356140824,30301.090906687845,17.213554740587856,78.48588459861527
80,41.8254670493087,-89.83747178373554,17074.965868021878,30855.138396818318,-26.236245600760032,68.46490458355787
81,41.82930895960331,-89.7889703160875,17598.479789953482,31410.83531589635,-13.221686728074678,39.69174917807384
82,41.83328647088723,-89.74019764646084,18131.28009930487,31968.018561083292,13.35297107608947,10.732405222427543
83,41.83645499565241,-89.69304294987165,18673.377976661155,32525.87264137717,-40.97102299455917,100.5907486767714
84,41.84039725065321,-89.64434079281124,19224.811873297727,33086.0337981944,-17.921993502826417,-94.04444688004374
85,41.84382901043568,-89.59665962618749,19785.581300445017,33646.16562883748,-45.92248584452361,27.267882956472544
86,41.84817756436184,-89.54714487127632,20355.718664426346,34208.241838879665,17.756436184228242,-145.02365132164314
87,41.851723857764185,-89.49923463741281,20935.224729904156,34770.363928668514,1.2093058299280979,-82.05126744061862
88,41.85556870220218,-89.45072730147801,21524.11084500763,35333.16690620852,14.517279040944986,-97.69007129850257
89,41.85932623185575,-89.40239459511203,22122.37631794104,35895.92837600457,19.093773810246596,-33.979396109838774
90,41.86328378881227,-89.35366183414018,22730.032763909847,36459.38675812825,43.67299887367345,-108.74371675620202
91,41.86639988988047,-89.30661198494496,23347.079516323367,37022.80514481126,-15.893364894974148,-115.95794362782328
92,41.87069528185357,-89.25720355393992,23973.492483036654,37584.778002797146,42.469361827856275,113.2018060142943
93,41.87374029456889,-89.21029588145046,24609.277970335603,38147.12923793695,-24.20583722848444,47.99521381025371
94,41.87801133984726,-89.16093614383489,25254.429190121475,38709.073187152426,31.722220020121583,16.5602434798387
95,41.8814355329313,-89.113270110608,25908.943472763443,39270.856958518205,2.9650578356006485,-77.44431272986449
96,41.88471074982663,-89.06590202975852,26572.78648359618,39830.58064996415,-40.68972321941008,119.16472738599802
97,41.88922982982187,-89.0160462227092,27245.95386918029,40390.04313504662,40.041805716333045,39.93043718198038
98,41.89238020626164,-88.96892782277085,27928.43234236108,40948.708390847394,-16.097020895129933,-45.23712761620173
99,41.89647889685534,-88.91991279452462,28620.182150120447,41504.988465561975,22.595567887023936,119.13307798577313
100,41.90035179230662,-88.87134935656323,29321.185263414907,42060.186797667535,38.70864242651173,83.96266375728716
101,41.903818502234394,-88.82359828964887,30031.432316081544,42614.823159998115,14.203164615428776,-124.75801050148534
102,41.907049864008215,-88.77631791904241,30750.864276148448,43165.91760401423,-33.837128590538626,119.56625655812377
103,41.91120642905967,-88.72718714188068,31479.4781718789,43716.833743827134,10.642905965958994,-147.24088451501112
104,41.914413236248755,-88.67995588044369,32217.212107477528,44264.03613591763,-39.85284571339679,49.05053073241674
105,41.91802859099561,-88.63190752389113,32964.04501919517,44809.97470305841,-49.49384161537813,-101.75758457475041
106,41.92228402790701,-88.58257900300951,33719.91511021864,45352.20546140813,4.873378936658613,57.56855930780797
107,41.926099020083036,-88.53413137159865,34484.793148824894,45892.68231637558,15.196125950260054,-82.71920716183206
108,41.929871002750765,-88.48576975920436,35258.62603391504,46429.97310540876,21.217922134753586,-78.82527375095998
109,41.93319598793346,-88.43830214178016,36041.34693736532,46963.254207016806,-17.460030184073226,73.94742153540724
110,41.93723198584023,-88.3894124989078,36832.90062938908,47493.22152142546,14.963289904721467,104.76702314825339
111,41.94095173053936,-88.34115536245069,37633.236436590334,48020.148432075315,15.761289230034336,20.492581000641486
112,41.94409955712077,-88.29404206222905,38442.29554796609,48543.54668254533,-40.63252321719075,-39.68525908216994
113,41.94798284942651,-88.24545783055876,39260.0144878749,49063.13639452874,-23.479763231827455,-76.80310698627493
114,41.95240242231946,-88.19580103771403,40086.31940366061,49578.29494714267,47.30105547524456,-32.070682599971875
115,41.95603322302577,-88.1477217892426,40921.13248032862,50088.78460008074,39.20465551771133,39.34158779917887
116,41.959647752480016,-88.09967508327527,41764.38343032335,50595.056999684035,29.48113035416484,0.7911279315576336
117,41.96314160976698,-88.05186972164252,42615.9926000275,51096.550182248684,7.6903884626359105,-2.24469185434083
118,41.966471713576034,-88.00439186696559,43475.870998354716,51592.70389963297,-30.47570122019555,66.7356345784516
119,41.97026900765656,-87.9559796317457,44343.95423938069,52084.99446155858,-21.92276375591442,-142.70521007056385
120,41.97434547229591,-87.9070090554082,45220.14398426776,52571.38469322401,14.547229590716782,-96.86679617788532
